additives_n,nutrition_grade_fr,pnns_groups_1,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
1,e,Sugary snacks,2200,32,19,51,19,,5.1,0.381,0.15
1,e,Sugary snacks,2202,32,19,51,49,,5,0.089916,0.0354
0,e,Sugary snacks,2350,41,24,34,29,,9.5,0.1,0.039370079
0,e,Sugary snacks,2210,46,28,19,14,,11,0.0762,0.03
4,e,Sugary snacks,2140,31.8,17.4,49.5,41.7,,6.7,0.09144,0.036
0,d,Sugary snacks,2337,49,30,8,2,,13.2,0.06,0.023622047
1,e,Sugary snacks,2202,32,19,51,49,,5,0.089916,0.0354
3,e,Sugary snacks,2180,31,17,50,48,,7,0.04,0.015748031
1,e,Sugary snacks,2205,32,20,50,48,,6.2,0.30988,0.122
1,e,Sugary snacks,2242,35,17,44,42,,7.2,0.08,0.031496063
0,d,Sugary snacks,2400,55,30,14,7,,10,0.03556,0.014
1,e,Sugary snacks,2528,48,29,33,29,,6.9,0.05,0.019685039
0,e,Sugary snacks,2210,46,28,19,14,,11,0.08,0.031496063
1,e,Sugary snacks,2524,45,25,44,43,,5.1,0.16,0.062992126
3,e,Sugary snacks,2164,30,18,55,54,,5.6,0.21,0.082677165
2,e,Sugary snacks,2186,30,18,55,52,,5.5,0.2,0.078740157
2,e,Sugary snacks,2270,38,22,38,32,,7.7,0.04,0.015748031
5,e,Sugary snacks,2186,34,20,42,39,,7.3,0.04,0.015748031
3,e,Sugary snacks,2336,40,24,39,34,,7,0.05,0.019685039
,e,Sugary snacks,2264,32,16,55,53,,6.6,0.2,0.078740157
1,e,Sugary snacks,2238,34,15,49,48,,6,0.07,0.027559055
1,e,Sugary snacks,2290,33,16,55,54,,6.4,0.18,0.070866142
2,e,Sugary snacks,2399,38,23,52,51,,5.5,0.21,0.082677165
2,e,Sugary snacks,2220,31,18,55,51,0,6,0.1778,0.07
,e,Sugary snacks,2197,32,18,50,46,,5.6,0.08,0.031496063
2,e,Sugary snacks,2193,29,17,59,55,,5.2,0.19,0.07480315
4,e,Sugary snacks,2410,41,25,45,43,,4.6,0.12,0.047244094
3,e,Sugary snacks,2393,38,21,50,49,,7,0.199898,0.0787
2,e,Sugary snacks,2315,34,20,55,52,,6,0.189992,0.0748
2,e,Sugary snacks,2154,29,17,55,51,,5.2,0.13,0.051181102
1,e,Sugary snacks,2228,34,20,47,44,,5.8,0.089916,0.0354
0,e,Sugary snacks,2210,46,28,19,14,,11,0.08,0.031496063
,d,Sugary snacks,2350,41,24,34,2.9,,9.5,0.1,0.039370079
1,e,Sugary snacks,2242,35,17,44,42,,7.2,0.08,0.031496063
1,e,Sugary snacks,2286,33,16,54,53,,6.7,0.16,0.062992126
0,b,unknown,1435,11.1,7,21,0.9,29.4,25.4,0.08636,0.034
6,e,Sugary snacks,2353,36,20,54,50,,4.6,0.16,0.062992126
3,e,Sugary snacks,2313,35,16,53,52,,5.2,0.11,0.043307087
1,e,Sugary snacks,2383,36,22,57,57,,4.8,0,0
2,b,unknown,799,11.5,2,3.4,0,2,17.4,1.19888,0.472
0,b,unknown,232,1.1,0.1,10.5,7,0.7,0.4,0.254,0.1
1,d,Fish Meat Eggs,920,15,7,0.5,0,,21,1.27,0.5
0,d,Milk and dairy products,1325,28,20,0.5,0.5,,17,1.2,0.472440945
0,e,Sugary snacks,1715,9.5,9.2,76.6,48.9,0.8,3.2,0.5588,0.22
4,c,Sugary snacks,1385,0,0,72.2,51.9,7.2,9.3,0,0
7,c,Sugary snacks,1380,0,0,71.8,51.7,7.2,9.2,0,0
8,d,Sugary snacks,1425,0.1,0.1,78.5,65.7,0.2,4.5,0.0254,0.01
6,d,Sugary snacks,1660,16,3.3,58,31,1.8,6,0.8,0.31496063
8,d,Sugary snacks,1565,9.5,1.2,66,36,1.2,4.8,0.8128,0.32
,d,Sugary snacks,1660,16,3.3,58,31,1.8,6,0.8,0.31496063
13,d,Sugary snacks,1650,14,6.5,63,43,2,4,0.42926,0.169
7,e,Sugary snacks,1845,24,11,51,28,3.1,5.2,0.83,0.326771654
,e,Sugary snacks,1780,21,9.5,54,30,1.7,5,0.75,0.295275591
,e,Beverages,121,0,0,7,7,,0,0,0
0,d,Sugary snacks,1635,0.5,0.01,96.2,78,,0.5,0.1,0.039370079
3,c,Composite foods,350,6.5,2.4,1.4,0.3,,3.7,1.016,0.4
6,c,Composite foods,336,6,2.3,2.4,0.3,1.5,3.6,1.016,0.4
6,a,Composite foods,493,5,1.85,8.9,0.8,3.5,7.6,0.8,0.31496063
6,b,Composite foods,477,4.7,1.85,8.9,0.6,,7.3,0.8,0.31496063
5,b,Composite foods,499,5,1.9,9.2,1,,7,0.9,0.354330709
7,b,Composite foods,436,4.6,1.9,7.5,0.6,,6.4,0.9,0.354330709
9,b,Composite foods,436,4.6,1.9,7.5,0.6,0,6.4,0.9,0.354330709
0,c,Composite foods,249,4.5,3.7,3.5,0.1,,0.5,1.1,0.433070866
0,c,Composite foods,338,3,2.2,11.3,0.4,,1.4,0.9,0.354330709
0,b,unknown,268,1.9,0.2,10.5,9.5,0.9,0.7,0.127,0.05
9,c,Sugary snacks,1847,17,6.6,52,7.5,6.8,21,0.78,0.307086614
0,a,Cereals and potatoes,1499,1,0.2,75,1.6,2.5,10,0.01,0.003937008
1,d,Sugary snacks,2627,52.7,17.8,6.1,4.3,7.7,30.2,0.03,0.011811024
1,d,Sugary snacks,2627,52.7,17.8,6.1,4.3,2,30.2,0.029972,0.0118
1,d,Cereals and potatoes,2627,52.7,17.8,6.1,4.3,7.7,30.2,0.03,0.011811024
0,c,Beverages,201,0,0,10,10,0.4,0.8,0,0
0,c,Beverages,198,0,0,10,10,0.5,0.8,0,0
0,c,Beverages,204,0,0,10,10,0.7,0.8,0,0
0,b,Beverages,177,0,0,8.5,8.5,0.8,0.7,0,0
0,c,Beverages,201,0,0,10,10,0.4,0.8,0,0
0,c,Beverages,219,0,0,10.4,10.4,0.8,0.6,0,0
4,d,Beverages,224,0,0,11.2,11,0.6,0.5,0,0
0,c,Beverages,206,0,0,10,10,0.9,0.8,0,0
0,c,Beverages,196,0,0,10.1,10.1,0.7,0.5,0,0
0,d,Fat and sauces,3700,100,10.3,0.5,0.5,,0.5,0.01,0.003937008
5,b,unknown,839,9.2,1.7,18.6,2.7,1.3,10,1.08,0.42519685
,b,unknown,862,11,2.2,11.7,2,2.4,13.9,1.36,0.535433071
5,e,Sugary snacks,2085,22,13,66,28,4,7,0.68,0.267716535
5,e,Sugary snacks,2085,22,13,66,28,4,7,0.68072,0.268
5,e,Sugary snacks,2050,22,12,66,30,3,6.8,0.7366,0.29
5,e,Sugary snacks,2055,22,12,65,30,2.9,7.3,0.7,0.275590551
3,e,Sugary snacks,2120,25,15.5,63,29,2.9,5.9,0.85,0.334645669
3,e,Salty snacks,2130,27,14,52,6,2.7,13,2.10058,0.827
4,e,Salty snacks,2090,27,12,55,6.4,3,9,1.85,0.728346457
3,d,Sugary snacks,1835,11,4.8,77,24,3.1,7.4,1.05,0.413385827
2,e,Sugary snacks,2060,20,9.8,72,40,2,4.7,0.8128,0.32
3,d,Sugary snacks,2010,22,8.7,59,5.5,3.9,9.4,2.16916,0.854
0,e,Salty snacks,2020,25,11.5,61,0.6,3.7,4,4.0386,1.59
3,d,Salty snacks,1815,21,8.1,52,5.3,3.5,8.3,1.7,0.669291339
5,e,Salty snacks,1990,28,13,46,6.9,2.7,9.2,2.1,0.826771654
3,e,Salty snacks,2180,28,13,57,6.9,2.9,8.6,1.7,0.669291339
6,e,Sugary snacks,2218,31,15,56,32,2.9,5.2,0.38,0.149606299
4,e,Sugary snacks,2050,23,15,61,43,4.2,6.8,0.1524,0.06
3,e,Sugary snacks,2045,23,14,61,42,4.2,6.9,0.15,0.059055118
10,c,Beverages,7.9,0.5,0.5,0.3,0.2,,0.5,0.00508,0.002
5,c,Beverages,7.2,0.2,0,0.08,0.08,,0.2,0.00406,0.0016
7,c,Beverages,13.8,0.5,0.5,0.6,0.6,,0.5,0.00508,0.002
7,c,Beverages,15.3,0.5,0.5,0.5,0.5,,0.5,0.00508,0.002
9,c,Beverages,14,0.5,0.5,0.5,0.4,,0.5,0.00508,0.002
0,b,unknown,658,14.3,1.8,2.7,2.6,2.3,3.9,0.9,0.354330709
0,b,unknown,150,2.1,1.4,2.7,1.7,1.2,1.1,0.2286,0.09
1,c,Beverages,21,0,0,1,1,,0,0.01,0.003937008
0,c,Beverages,12,0,0,2.7,2.7,0,0,0,0
1,d,Beverages,88,0.5,0,4.9,4.9,,0.5,0.01,0.003937008
1,c,Beverages,20,0,0,1,1,,0,0.01,0.003937008
,d,Beverages,69.4,0.01,0.01,4,4,0,0.01,0.00508,0.002
0,d,Beverages,113,0.5,0,6.6,6.6,,0.5,0.01,0.003937008
0,d,Beverages,118,0.2,0,6.76,6.76,,0.2,0.004,0.00157
1,d,Beverages,109,0.5,0.5,6.3,6.3,0,0.5,0.00762,0.003
3,d,Beverages,109,0.5,0,6.4,6.4,,0.5,0.01,0.003937008
1,d,Beverages,118,0.5,0,6.8,6.7,,0.5,0.01,0.003937008
0,e,Beverages,126,0.5,0.5,7.1,7.1,,0.5,0.00254,0.001
0,a,Beverages,117,0.5,0,7,7,,0.5,0.01,0.003937008
0,d,Beverages,113,0.5,0,6.6,6.6,,0.5,0.01,0.003937008
4,d,Beverages,103,0.5,0,6.1,6,,0.5,0.005,0.001968504
4,d,Beverages,103,0.5,0,6.1,6,,0.5,0.01,0.003937008
4,a,Beverages,137,0.5,0,8,8,,0.5,0.01,0.003937008
2,d,Beverages,103,0.5,0,6,6,,0.5,0.01,0.003937008
2,d,Beverages,109,0.5,0,6.5,6.5,,0.5,0.01,0.003937008
0,d,Beverages,113,0.5,0,6.6,6.6,,0.5,0.01,0.003937008
2,b,unknown,532,1.5,0.4,2.5,0.9,0.5,25.6,0.95,0.374015748
2,b,unknown,824,5.8,2.6,25.8,4.1,2,9,1.2,0.472440945
0,d,Milk and dairy products,1546,28,19,2,0.5,,28,0.6,0.236220472
1,d,Milk and dairy products,1324,24,17,1,1,,25,2,0.787401575
0,d,Milk and dairy products,1603.5,29,19.1,1.5,1.5,,28,1.5,0.590551181
1,d,Milk and dairy products,1455,29,20.5,2,1,,23,1.8,0.708661417
0,a,Fruits and vegetables,73,0.4,0.4,2.2,0,,1.4,0.089916,0.0354
0,a,Fruits and vegetables,55,0.1,0.02,1.8,1.8,,0.8,0.06,0.023622047
4,a,Composite foods,519,9.2,0.9,3.9,1.6,1.2,5.7,0.6096,0.24
4,a,Composite foods,195,2.32,0.18,7.05,4.41,2.71,0.87,0.040894,0.0161
2,d,Fat and sauces,1272,32,2.4,1,0.5,,1.4,2.82,1.11023622
4,d,Composite foods,1009,16,4,19,1.9,0,6,1.25984,0.496
1,a,Fruits and vegetables,41,0.5,0.1,1.6,0.5,,0.8,1,0.393700787
1,b,unknown,1257,16.8,1.4,30.7,1.3,1.9,5.9,0.56,0.220472441
3,d,Sugary snacks,1669,4.9,2.2,79.1,27.2,0,7.1,0.82,0.322834646
0,b,unknown,799,13.3,2,10.5,6,2.8,6.3,0.8382,0.33
4,e,Sugary snacks,2063,22.1,12.4,64.8,32.2,4,6.7,0.5842,0.23
5,e,Sugary snacks,2014,20.1,10.7,67.2,30.1,,6.3,0.69,0.271653543
2,e,Sugary snacks,1961,17.5,10,68.6,36.3,3.9,6.7,0.5334,0.21
4,e,Sugary snacks,1962,18,10.3,70.3,36.1,2.4,6,0.5588,0.22
6,e,Sugary snacks,1969,19.2,9.5,66.5,30.6,2.2,6.4,0.8128,0.32
4,e,Sugary snacks,2076,22.8,13.1,64.1,33.6,4.1,6.5,0.5842,0.23
9,e,Sugary snacks,1810,13.3,6.5,70.9,38.9,2.6,5.4,0.7112,0.28
4,e,Sugary snacks,2051,21.6,12.2,67.5,33,2.7,6.1,0.6604,0.26
2,e,Sugary snacks,1961,17.5,10,68.6,36.3,3.9,6.7,0.5334,0.21
8,d,Sugary snacks,1713,8.4,4,75.8,37.7,2.5,5.4,0.5588,0.22
,d,Sugary snacks,1974,18,9.5,68,32.7,3.8,7.2,0.508,0.2
4,e,Sugary snacks,1971,17.1,9.6,72.1,34.2,2.4,5.5,0.508,0.2
8,d,Sugary snacks,1714,8.4,4,75.9,37.6,2.5,5.4,0.5588,0.22
3,b,unknown,640,4.7,0.3,25.2,13.2,2.1,1.4,0.26,0.102362205
8,d,Sugary snacks,1713,8.4,4,75.8,37.7,2.5,5.4,0.5588,0.22
4,e,Sugary snacks,1953,17,9.5,69.8,32,,6.5,0.49,0.192913386
2,e,Sugary snacks,1961,17.5,10,68.6,36.3,3.9,6.7,0.5334,0.21
8,d,Sugary snacks,1713,8.4,4,75.8,37.7,2.5,5.4,0.5588,0.22
5,e,Sugary snacks,2047,20.6,10.9,67.9,32.1,,6.5,0.6,0.236220472
10,e,Sugary snacks,1808,12.9,6.3,72.8,38.3,,5,0.74,0.291338583
,e,Sugary snacks,1808,12.9,6.3,72.8,38.3,,5,0.74,0.291338583
4,e,Sugary snacks,2060,21.6,11.9,66.5,31.1,,6.2,0.67,0.263779528
6,e,Sugary snacks,2029,20.5,11.6,66,35.6,,6.9,0.6,0.236220472
3,e,Sugary snacks,1953,17,9.5,69.8,32,,6.5,0.49,0.192913386
9,d,Sugary snacks,1666,8.6,4,72.5,35.8,,5.5,0.51,0.200787402
4,d,Sugary snacks,1669,4.9,2.2,79.1,27.2,,7.1,0.82,0.322834646
3,d,Salty snacks,1883,15,1.2,70,2.5,2.5,7.5,1.9,0.748031496
0,a,Cereals and potatoes,1552,5,1.3,64,2.6,3,15,0.12,0.047244094
0,a,Cereals and potatoes,1552,5,1.3,64,2.6,3,15,0.12,0.047244094
0,a,Cereals and potatoes,1552,5,1.3,64,2.6,3,15,0.12,0.047244094
0,a,Cereals and potatoes,1579,5,1.3,67,2.6,2.9,15,0.127,0.05
0,a,Cereals and potatoes,1552,5,1.3,64,2.6,3,15,0.12,0.047244094
1,b,unknown,472,5.6,0.6,12.7,1.9,1.6,2.2,0.762,0.3
2,b,unknown,801,7.2,2.6,23.5,2.7,2.7,6.7,0.85,0.334645669
0,e,Beverages,1152,1,0.4,46.3,26,33.8,3.4,0.26,0.102362205
7,b,Composite foods,515,5.2,1.8,5.3,1.5,,11.6,1.02,0.401574803
1,e,Fish Meat Eggs,1079,15.2,6.9,0.8,0.5,,29.5,5.2,2.047244094
,b,unknown,739,5.8,0.9,22.3,8.6,1.4,8.1,1.19,0.468503937
0,b,unknown,783,7.2,4.1,20.6,2,0.9,9.5,0.2794,0.11
0,b,unknown,251,1.2,0.2,9.8,7.1,2.2,1.3,0.6096,0.24
3,e,Fish Meat Eggs,1134,17,6.3,0.7,0,,29,4.2,1.653543307
6,b,unknown,909,8.1,2.7,27.2,6,3.1,7.2,0.97,0.381889764
,b,unknown,790,8.8,1.1,16.7,3.7,1.9,9.8,1.07,0.421259843
,b,unknown,622,3.1,0.6,22.8,4.9,1.6,6.3,1.06,0.417322835
,b,unknown,649,4.2,2,19.2,3.7,0.3,9.8,0.69,0.271653543
1,b,unknown,946,8.6,5.2,25.8,4.4,2.5,10.1,0.79,0.311023622
,b,unknown,262,3.5,2.1,4.1,4.1,,3.7,0.1,0.039370079
0,b,unknown,1622,1.3,0.4,82.3,24,3,10.3,0.01016,0.004
,a,Cereals and potatoes,1421,1.1,0.2,70.9,0.7,4,8.4,0,0
0,a,Cereals and potatoes,1443,1.3,0.2,72,1.5,3.5,10,0,0
0,a,Cereals and potatoes,1403,1.1,0.2,70.4,0.7,3.9,9.7,0.00508,0.002
0,a,Cereals and potatoes,1462,1.3,0.2,72,1.5,3.5,10,0,0
0,a,Cereals and potatoes,1403,1.1,0.2,70.4,0.7,3.9,9.7,0.00508,0.002
0,a,Cereals and potatoes,1459,1.1,0.2,72,0.7,3.9,10.1,0,0
0,a,Cereals and potatoes,344,1.1,0.2,72,0.7,3.9,10.1,0,0
4,c,Cereals and potatoes,1445,1.9,1.1,67.9,9.8,3.3,11.4,1.5,0.590551181
,b,unknown,186,0.1,0,10.5,10.5,0.1,0.2,0.0254,0.01
2,b,unknown,865,9.5,0.9,25,3.2,2.7,4.5,1,0.393700787
1,b,unknown,671,6.5,0.7,6,4.6,7.1,16,1.7,0.669291339
1,b,unknown,472,2.4,0.4,21.3,11,1.1,0.7,0.1778,0.07
2,b,unknown,443,1.9,0.4,18.3,11.1,0.3,3.5,0.15,0.059055118
5,b,unknown,608,8.4,3.1,4.1,2.9,1.2,12.8,0.5,0.196850394
0,b,Cereals and potatoes,373,5.1,0.7,64.4,13.4,2.9,17.3,1.68148,0.662
0,b,unknown,330,2.55,0.36,10.55,2.87,0.04,3.46,0.9398,0.37
0,b,unknown,368,1.4,0.4,2.2,1.2,,16.2,1.3,0.511811024
0,b,unknown,368,1.4,0.4,2.2,1.2,,16.2,1.3,0.511811024
0,a,Cereals and potatoes,1443,2.6,0.4,67.7,0.9,4.1,9.6,0.00762,0.003
0,b,Fruits and vegetables,1093,0.2,0.1,58.1,58.1,8,2,0.0127,0.005
0,c,Fruits and vegetables,1083,1.4,0.22,52.5,50.4,,2.8,0.14,0.05511811
6,d,Sugary snacks,1644,26,1,76,67,,6,0.02,0.007874016
0,a,Beverages,1,0,0,0,0,,0,0.01,0.003937008
0,a,Beverages,3,0,0,0,0,,0,0.01,0.003937008
0,a,Beverages,1,0,0,0,0,,0,0.045,0.017716535
0,a,Beverages,4,0,0,0,0,,0,0.045,0.017716535
0,b,Beverages,2,0,0,0,0,,0,0.045,0.017716535
0,a,Beverages,1,0,0,0,0,,0,0.045,0.017716535
0,b,Beverages,2,0,0,0,0,0,0,0.04318,0.017
0,b,Beverages,2,0,0,0,0,,0,0.045,0.017716535
0,b,Beverages,2,0,0,0,0,,0,0.045,0.017716535
0,b,Beverages,2,0,0,0,0,,0,0.045,0.017716535
0,a,Beverages,2,0,0,0,0,,0,0.0100076,0.00394
3,d,Salty snacks,2010,21,2.5,64,11,1.6,8,1.778,0.7
0,a,Fruits and vegetables,406,0.3,0,16.4,15.8,5.1,4.4,0.069,0.027165354
1,b,Fat and sauces,322,3.2,1.4,6.9,4.9,2.5,3.8,1.21,0.476377953
0,b,unknown,400,1,0.8,16.5,16.5,,5,0.381,0.15
4,b,unknown,219,0,0,13.1,12.4,0,0.1,0.0254,0.01
1,e,Sugary snacks,2122,29.3,18.4,50.1,47.3,9.4,5.9,0,0
1,e,Sugary snacks,2122,29.3,18.4,50.1,47.3,9.4,5.9,0,0
2,e,Fish Meat Eggs,1845,37,15,3,2.5,,24,4.5974,1.81
,e,Fish Meat Eggs,1942,40,16,3.2,2.7,,24,4.4,1.732283465
2,e,Fish Meat Eggs,1796,36,14,3.3,2.8,,24,4.6,1.811023622
1,e,Fish Meat Eggs,1655,33,14,1.5,1,,24,4.191,1.65
1,e,Fish Meat Eggs,1655,33,14,1.5,1,,24,4.191,1.65
1,e,Fish Meat Eggs,1771,35,13,3,2.9,,25,3.9878,1.57
0,a,Cereals and potatoes,1452,1.8,0.4,66,4.4,4.2,13.2,0.01524,0.006
0,a,Cereals and potatoes,1506,1.9,0.3,70,7,3,13,0.02032,0.008
0,a,Cereals and potatoes,1505,1.9,0.3,70,6,3,13,0.02,0.007874016
0,a,Cereals and potatoes,1452,1.8,0.4,66,4.4,4.2,13.2,0.01524,0.006
0,a,Cereals and potatoes,1510,1.9,0.3,70,7,3,13,0.02,0.007874016
0,a,Cereals and potatoes,1510,1.9,0.3,70,7,3,13,0.02032,0.008
0,a,Cereals and potatoes,1570,3.5,0.8,70,6,3,13.5,0.0635,0.025
0,a,Cereals and potatoes,1573,3.5,0.8,70,6,3,13.5,0.064,0.02519685
5,b,Milk and dairy products,610,7,5,5.5,5.5,,14,0,0
0,d,Milk and dairy products,1220,23,15.5,0,0,,21.5,1.8,0.708661417
0,d,Milk and dairy products,1220,23,15.5,0,0,,21.5,1.8,0.708661417
3,e,Milk and dairy products,1060,19,12.5,5.5,5.5,,15.5,2.5,0.984251969
4,e,Milk and dairy products,1060,19,12.5,5.5,5.5,,15.5,2.3,0.905511811
4,e,Salty snacks,1125,22.5,15,5,5,0,11.5,2.5,0.984251969
5,d,Salty snacks,1123,23,15.5,4,4,,12,2.2,0.866141732
5,b,unknown,155,0,0,9.1,9.1,0,0,0,0
4,d,Milk and dairy products,990,19,13,6,6,0,11,1.8542,0.73
4,c,Milk and dairy products,630,7.5,5,6.5,6.5,0,14,1.9304,0.76
4,d,Milk and dairy products,990,19,13,6,6,0,11,1.8542,0.73
4,d,Milk and dairy products,990,19,13,6,6,0,11,1.8542,0.73
0,d,Milk and dairy products,1220,23,15.5,0,0,0,21.5,1.778,0.7
0,d,Milk and dairy products,930,18,12,5.5,5.5,0,10,2.794,1.1
5,e,Milk and dairy products,1130,23,15.5,5.5,5.5,,11,2.3,0.905511811
1,d,Milk and dairy products,1410,28,19,0,0,,22,1.8,0.708661417
4,d,Milk and dairy products,1195,16,9.5,24,4.5,,11,1.6,0.62992126
0,d,Milk and dairy products,2350,58,9.5,2,2,,10,1.8,0.708661417
0,d,Milk and dairy products,1320,25,17,0.5,0.5,,23,1.5,0.590551181
1,d,Milk and dairy products,1360,27.5,18.5,0.1,0.1,,20,1.8,0.708661417
1,d,Milk and dairy products,1420,28.5,19,0.5,0.5,,21.5,1.6,0.62992126
4,c,Milk and dairy products,610,7,4.5,4.5,4.5,,16,2.6,1.023622047
1,d,Milk and dairy products,1290,25.5,17,0.5,0.5,,20.5,1.7,0.669291339
1,d,Milk and dairy products,1320,26,17.5,0.5,0.5,,21,1.6,0.62992126
3,c,Milk and dairy products,615,7,4.7,6,6,,15,1.5,0.590551181
0,d,Milk and dairy products,870,12,8,0.1,0.1,,25,1.8,0.708661417
1,d,Milk and dairy products,1400,28,19,0,0,,21.5,1.9,0.748031496
3,d,Milk and dairy products,1220,19,11.5,22,2.5,1,8,1.5,0.590551181
3,d,Milk and dairy products,1430,54.3,32.9,62.9,7.14,2.86,22.9,4.29,1.69
4,d,Milk and dairy products,990,19,13,6,6,0,11,1.9812,0.78
6,d,Milk and dairy products,1142,23,15.5,4,4,,12.5,2,0.787401575
1,d,Milk and dairy products,1460,29.5,20,0.1,0.1,,21.5,1.6002,0.63
3,d,Milk and dairy products,1560,31,21,0.1,0.1,,24,1.69926,0.669
0,d,Milk and dairy products,1480,27.5,18.5,0.1,0.1,,27,1.5,0.590551181
2,a,Milk and dairy products,1310,29,0,3.5,0,0,9.5,0,0
0,b,unknown,409,6.6,4.9,4.4,3.4,,5.3,0.13,0.051181102
3,d,Salty snacks,1500,33,20.5,2.5,2,,14,2.2,0.866141732
8,d,Milk and dairy products,1090,23,15.5,3,3,,11,2,0.787401575
1,d,Milk and dairy products,1680,40,27,4,3,,7.5,1.5,0.590551181
1,d,Milk and dairy products,1670,40,27,2.5,2.5,,8.5,1.3,0.511811024
3,d,Milk and dairy products,850,16,11,3,3,,12,2,0.787401575
0,d,Milk and dairy products,1430,29,19.5,0.5,0.5,,21,1.7,0.669291339
1,d,Milk and dairy products,1710,39,26,7.5,7.5,,8,1,0.393700787
1,d,Milk and dairy products,1800,43,25,4,3.5,,8.5,1,0.393700787
7,d,Milk and dairy products,1240,21,11.5,20,1.5,,7,1.5,0.590551181
1,d,Milk and dairy products,1680,40,27,3,2.5,,8.5,1.3,0.511811024
1,d,Milk and dairy products,1800,43,25,4,3.5,,8.5,1,0.393700787
1,d,Milk and dairy products,1660,38,25.5,7,7,,7.5,0.73,0.287401575
0,d,Milk and dairy products,1480,27.5,18.5,0.1,0.1,,27,1.5,0.590551181
0,d,Milk and dairy products,1530,30,20,0.1,0.1,,24.5,1.9,0.748031496
0,d,Milk and dairy products,1500,28,19,0.1,0.1,,27,1.4,0.551181102
0,e,Milk and dairy products,1480,27.5,18.5,0.1,0.1,,27,1.5,0.590551181
1,d,Milk and dairy products,1430,27.5,18.4,1.5,0.5,,23,1.6,0.62992126
0,d,Milk and dairy products,1530,30,20,0.1,0.1,,24.5,1.9,0.748031496
3,d,Fat and sauces,850,19,12.5,5,4.5,,3.5,1.2,0.472440945
3,e,Salty snacks,1460,32,20.5,2,2,,14,2.1,0.826771654
5,d,Milk and dairy products,1577,30.5,20.5,0,0,,25.5,2.1,0.826771654
0,d,Milk and dairy products,1540,30,20,0,0,,24.5,1.9,0.748031496
0,d,Milk and dairy products,1360,27,18,0.5,0.5,,21,1.8,0.708661417
4,d,Milk and dairy products,1000,18.5,12.5,6.5,6.5,,11.5,1.80086,0.709
4,d,Milk and dairy products,1280,29.5,20,2,2,,9,1.4,0.551181102
0,d,Salty snacks,2164,30,13,54,0.9,4.3,6,1.3,0.511811024
0,d,Fat and sauces,3700,100,11,0,0,,0,0,0
0,d,Fat and sauces,3700,100,11,0,0,,0,0,0
0,b,unknown,749,1.3,0.2,35.6,8.3,,2.6,0.02,0.007874016
1,b,unknown,432,3.3,2.1,12,1.1,1.1,5.7,0.73,0.287401575
0,b,unknown,701,9.5,1.4,4,2.5,,15.9,1.0668,0.42
4,b,unknown,1591,0.5,0,89.1,6,1,4,0.03302,0.013
0,b,unknown,320,3,1.9,10.9,7.8,1.2,0.8,0.02,0.007874016
0,b,unknown,318,3,1.9,10.9,7.8,1.2,0.8,0.02,0.007874016
0,d,,146,0,0,2.5,0.02,,0.4,0.029972,0.0118
,d,,146,0,0,2.5,0.02,0,0.4,0.029972,0.0118
,d,,146,0,0,2.5,0.02,,0.4,0.03048,0.012
0,d,,146,0,0,2.5,0.02,,0.4,0.03,0.011811024
1,c,Beverages,108,0,0,5,0.394,,0.303,0.0154,0.00606
2,c,Beverages,47.3,0,0,2.73,1.85,0,0.0727,0,0
1,a,Fruits and vegetables,319,0.1,0,17.5,16.6,1.2,0.5,0.02,0.007874016
1,a,Fruits and vegetables,325,0.5,0,16.2,16,1.7,1,0,0
1,a,Fruits and vegetables,319,0.05,0,17.6,17.6,0.85,0.4,0.008382,0.0033
1,b,Fruits and vegetables,1335,0.05,0,17.6,17.6,0.85,0.4,0.083,0.032677165
1,a,Fruits and vegetables,263,0,0,14,11.8,2.2,0.2,0.02,0.007874016
1,a,Fruits and vegetables,263,0,0,14,11.8,2.2,0.2,0.02,0.007874016
2,a,Fruits and vegetables,260,0.3,0,13.4,12.7,1.6,0.5,0.015,0.005905512
1,a,Fruits and vegetables,258,0.133,0,14.2,14.2,1,0.333,0.00339,0.00133
2,a,Fruits and vegetables,313,0,0,17.5,14.9,0.8,0.3,0.02,0.007874016
1,a,Fruits and vegetables,294,0.1,0,16.2,13.3,1,0.4,0.0127,0.005
1,a,Fruits and vegetables,258,0.1,0,14,13.2,0.8,0.6,0.00254,0.001
3,a,Fruits and vegetables,267,0.1,0,14.5,11.8,1.5,0.3,0.03048,0.012
2,a,Fruits and vegetables,244,0,0,13.5,11.2,0.9,0.2,0.01,0.003937008
0,a,Fruits and vegetables,155,0.38,0,7.5,0.2,0.63,0.5,0.027,0.010629921
2,a,Fruits and vegetables,284,0.1,0,15.6,15.6,1.3,0.3,0,0
2,a,Fruits and vegetables,281,0.1,0,15.3,15.3,1.3,0.4,0,0
0,a,Cereals and potatoes,1531,2,0.35,72,3.7,4,13,0.0127,0.005
1,c,Composite foods,439,6,2.4,9,1,,3.4,0.9,0.354330709
1,c,Composite foods,441,6,2.5,9.3,0.7,,3.2,0.8,0.31496063
3,a,Fruits and vegetables,171,0.4,0.1,5.9,0.8,2.9,1.9,0.5,0.196850394
0,a,Fruits and vegetables,111,0.2,0,3.1,1,2.9,1.6,0.57,0.224409449
0,a,Composite foods,408,0.7,0.2,13.7,0.4,5,6.4,0.9144,0.36
