additives_n,nutrition_grade_fr,pnns_groups_1,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
4,e,Salty snacks,2334,37,19,41,1.6,4.5,15,2.1,0.826771654
5,e,Salty snacks,2269,33,19,45,1.6,3.3,15,2.54,1
0,c,Cereals and potatoes,1645,2.6,0.9,80,31,6,8.3,0.41,0.161417323
0,b,Salty snacks,2414,36,2.4,55,0.8,4.1,6.3,0.2794,0.11
0,c,Salty snacks,2190,34,2.8,47,0.6,4.5,5.9,1.3,0.511811024
0,b,Milk and dairy products,195,1.6,1,4.8,4.8,,3.2,0.13,0.051181102
2,d,Fish Meat Eggs,782,5.5,2.6,0.8,0.8,0.5,33,3.81,1.5
0,b,Composite foods,752,7.3,1,21,2.1,2.2,6.8,1.4,0.551181102
0,b,Cereals and potatoes,1464,1.5,0.3,68,4.6,6,12.5,1.27,0.5
1,c,unknown,472,4,2.7,14.9,14.3,,3.4,0.15,0.059055118
0,c,unknown,2640,55,6.1,7.2,3.2,5.5,25.8,0.03,0.011811024
8,e,Sugary snacks,2211,32,23,54,26,3,5,0.75,0.295275591
8,e,Sugary snacks,2083,23,15,66,32,2,5.5,0.73,0.287401575
4,d,Sugary snacks,1918,17,7,66,22,6,7,0.75,0.295275591
3,e,Sugary snacks,2095,23,9.5,66,40,2.5,6,0.43,0.169291339
10,d,Sugary snacks,1678,15,1.8,60,32,1,5.6,0.6604,0.26
5,d,Sugary snacks,1777,25.6,5,47.2,26.8,4,6,0.508,0.2
1,c,Fruits and vegetables,567,12.2,2.2,4.3,0.1,3,1.1,1.778,0.7
0,a,Fruits and vegetables,140,0.9,0.1,1.5,0.2,2.9,3.4,0.508,0.2
0,a,Fruits and vegetables,368,0.9,0.2,11,3.7,6.1,5.8,0.53086,0.209
0,a,Fruits and vegetables,217,0.3,0,7.5,3.3,4.3,2.6,0.5,0.196850394
0,a,Fruits and vegetables,129,0.4,0,5,3.1,2,0.8,0.508,0.2
0,c,Salty snacks,2242,34,3.1,50,0.5,5,5.5,1.27,0.5
2,e,Sugary snacks,2161,31.8,19.9,47.5,43.7,8.7,6.3,0.0762,0.03
2,b,fruits-and-vegetables,79,0,0,0.6,0.5,2.1,2.2,0.7,0.275590551
2,d,Fat and sauces,787,19.3,6.1,3.8,0.2,0,0.5,1.27,0.5
1,c,Fat and sauces,419,5.5,2,7.9,5.5,1.9,3.9,1.3,0.511811024
1,c,Fat and sauces,204,1.3,0.2,7.4,5,1,1.3,1.143,0.45
2,e,Sugary snacks,2259,29,14,62,21,2.1,6.8,1.1176,0.44
1,b,Fat and sauces,223,1.6,0.5,6.9,5.8,2.5,1.7,0.93,0.366141732
1,c,Fat and sauces,197,1,0.2,6.9,5.3,2.2,1.5,1.30048,0.512
1,b,Fat and sauces,190,1.3,0.2,6.1,5.5,2,1.3,0.78,0.307086614
1,d,Sugary snacks,2609,53,32,25,21,10.4,8.2,0.01016,0.004
1,e,Sugary snacks,2264,35,21,45,41,9.6,7.5,0.01016,0.004
1,e,Sugary snacks,2264,35,21,45,41,9.6,7.5,0.01016,0.004
1,c,Fat and sauces,236,2.4,0.4,6.9,4.8,1,1.3,1.27,0.5
4,e,Fish Meat Eggs,1831,38,15,3,2.7,,22,4,1.57480315
0,a,Fruits and vegetables,158,0.4,0.1,4.3,2.3,3.7,2.4,0.508,0.2
2,b,Fat and sauces,388,4.6,1.6,6.6,5.8,2.1,5.2,1,0.393700787
2,c,Fat and sauces,265,2.2,1.8,7.9,3.4,3.1,1.5,1.4,0.551181102
4,c,Fat and sauces,231,2.2,1.5,6.4,1.8,1,1.9,1.4,0.551181102
4,d,Sugary snacks,1955,18,8.5,65,28,6,8,0.73,0.287401575
2,b,Fat and sauces,388,4.6,1.6,6.6,5.8,2.1,5.2,1,0.393700787
0,b,Composite foods,799,8.7,1.9,21,2.7,2.7,5.7,1.3,0.511811024
0,b,Composite foods,823,8.1,1.6,24,2.6,2.5,6.1,1.3,0.511811024
1,b,Composite foods,689,4.5,0.4,21,3,2.6,8.7,1.6,0.62992126
1,b,Composite foods,722,5.4,0.6,22,2.8,2.1,8.1,1.6,0.62992126
4,c,Milk and dairy products,906,11,7.3,23,21,3.2,4.7,0.254,0.1
0,c,unknown,1516,0.8,0.3,80.2,69.6,10.8,2.2,0.03,0.011811024
3,e,Sugary snacks,2170,27,17,61,35,2.3,6.8,0.7493,0.295
1,a,Fruits and vegetables,61,0.3,0,1,0,2,1,0.12446,0.049
4,b,Fruits and vegetables,170,0.3,0.1,8.2,6.5,1,0.7,1.3,0.511811024
10,e,Sugary snacks,1952,21,13,63,32,2,5.2,0.68,0.267716535
3,e,Sugary snacks,1854,10,8,80,36,1.7,6.5,0.508,0.2
1,a,Fruits and vegetables,65,0.3,0,1.1,0.7,2,1.1,1.5,0.590551181
0,a,Cereals and potatoes,1583,3.3,0.4,74.2,1.7,8.6,7.7,0.254,0.1
1,c,Fish Meat Eggs,490,3,1.2,0.5,0.5,0.8,21,1.9,0.748031496
3,d,Sugary snacks,1806,10,4.8,76,25,3.1,7,0.8636,0.34
1,c,unknown,1627,4.5,1.9,72,2,4,12,5.5,2.165354331
1,e,Beverages,128,0,0,7.5,7.5,0.1,0,0.0254,0.01
4,b,Composite foods,581,7.1,3.6,14,1.9,1.5,4,0.58,0.228346457
1,d,Fish Meat Eggs,666,8.5,1.7,0.8,0.5,,20,2.1,0.826771654
3,b,Composite foods,537,5.3,0.6,15.2,4.9,2.5,3.7,0.9,0.354330709
2,c,Fish Meat Eggs,502,3,1,1,0.7,0.5,22,2.032,0.8
0,a,fruits-and-vegetables,197,0.1,0,7.5,5.2,5.3,1.4,0.0254,0.01
0,c,Fruits and vegetables,111,0.7,0.2,2.2,2.2,4.3,0.8,7.62,3
4,c,Milk and dairy products,566,5.5,3.6,18.3,15.6,0,3,0.13,0.051181102
4,e,Sugary snacks,1456,18.9,8.6,37.1,30.8,0.5,7.2,0.254,0.1
7,d,Sugary snacks,1230,15.8,7.2,32.4,27,1,5.1,0.2032,0.08
0,b,Milk and dairy products,367,2.9,1.9,12,11.5,0,3.3,0.1016,0.04
1,a,Composite foods,618,1,0.1,29,0.2,1.7,4,0.508,0.2
2,c,unknown,585,9.9,6.8,3.9,3.8,,8.5,0.75,0.295275591
1,e,Sugary snacks,2336,40,25,39,36,9,7.1,0.508,0.2
0,d,Sugary snacks,1019,0,0,59,59,1.3,0,0,0
3,d,Sugary snacks,1018,0,0,59,59,1,0,0,0
3,c,Sugary snacks,693,0,0,39,39,1.1,0,0.02,0.007874016
3,c,Sugary snacks,708,0,0,40,40,1,0,0.0199898,0.00787
1,b,Composite foods,385,3,0.2,7.1,5.6,2,8.1,1.1938,0.47
3,c,Fish Meat Eggs,397,1.2,0.3,0.5,0.5,,21,1.9,0.748031496
1,a,Cereals and potatoes,339,0.6,0,11.5,0.7,5,4.8,0.762,0.3
,a,Fruits and vegetables,250,0,0,12,0,2.1,1.3,0.55,0.216535433
0,a,Fruits and vegetables,2063,30,3.2,43,26,6.6,9,0,0
0,c,Salty snacks,2937,68,6.4,3.7,2.6,7.4,15,0,0
0,c,Beverages,186,0.1,0,10.5,10.5,0.1,0.2,0.0254,0.01
0,a,Fat and sauces,165,0.1,0,7.8,7.8,1.2,1.1,0.4,0.157480315
4,e,Fish Meat Eggs,1512,29,12,1,1,0,25,4.3,1.692913386
0,a,fruits-and-vegetables,116,0.3,0.1,4.5,4.2,1.6,0.9,0,0
0,a,Fruits and vegetables,114,0.5,0.1,2.5,0.6,2,2.2,0,0
2,d,Sugary snacks,1676,0,0,99,99,,0,0,0
10,b,Composite foods,1121,14,1.4,25.1,1.6,3.1,8.9,1.27,0.5
6,d,sugary-snacks,1753,22,12,47,13,2.7,6.9,1,0.393700787
0,b,Cereals and potatoes,1537,4.6,1.2,64,3,,15,0.1,0.039370079
3,e,Sugary snacks,2040,20,13,69,27,2.1,6.5,0.9652,0.38
0,d,Fat and sauces,3404,92,13,0,0,0,0,0,0
1,b,Fat and sauces,223,1.6,0.5,6.9,5.8,2.5,1.7,0.93,0.366141732
,d,Salty snacks,1549,6.8,6.3,72,67,4.9,2,0.31,0.122047244
0,a,Salty snacks,661,1.5,0.4,30,6.7,6.6,2.5,0,0
0,b,Milk and dairy products,398,6.4,4.3,4.5,3,1,5,0.1016,0.04
1,d,Fish Meat Eggs,1031,15,6,1,1,0,27,5.5,2.165354331
0,c,Beverages,175,0.5,0,9.4,8.7,,0.7,0.03,0.011811024
3,d,Salty snacks,2168,29,5.5,49,6.5,2.7,14,1.5,0.590551181
3,d,Salty snacks,2109,27,3,55,7,3.1,9.5,1.69926,0.669
4,d,Salty snacks,2148,29,3,53,7,2.8,10,1.50114,0.591
3,c,Salty snacks,2050,23,2.2,60,6.2,4.4,9.3,1.6,0.62992126
4,c,Salty snacks,2122,27,2.5,60,4.5,4,4.2,1.6,0.62992126
5,e,Salty snacks,1909,18,10,59,7.3,3.2,13,2.4,0.94488189
3,b,Fish Meat Eggs,466,3,1,1.9,1.9,0,19,1.6002,0.63
2,b,Fish Meat Eggs,455,2.5,0.9,0,0,,21,1.4,0.551181102
2,b,Fish Meat Eggs,455,2.5,0.9,0,0,,21,1.4,0.551181102
3,b,Fish Meat Eggs,466,3,1,1.9,1.9,0,19,1.6002,0.63
5,a,Composite foods,363,6.4,0.6,5.7,5.7,2.4,0.6,0.62,0.244094488
3,c,Composite foods,707,7.6,0.6,20.4,1.9,1.8,3.8,1.27,0.5
2,c,Fish Meat Eggs,486,3.8,1.4,1.2,0.9,0,19.1,1.9558,0.77
0,c,Beverages,196,0,0,11,10,,0.5,0.03,0.011811024
1,d,Sugary snacks,2481,46,28,33,29,10.2,8,0,0
2,c,unknown,2261,35,3.9,48,1.9,4.1,5.7,1.6,0.62992126
1,b,Composite foods,586,6.4,2.9,11.8,0.6,0.6,8.5,0.5334,0.21
3,a,Composite foods,613,5.4,2,14.5,2.5,1.7,9,0.8128,0.32
2,a,Composite foods,522,4.7,0.6,12.4,2.2,1.6,7.3,0.5842,0.23
7,b,Composite foods,343,5.4,0.6,6.5,5.6,1.9,1,0.91,0.358267717
0,a,Composite foods,177,2.1,0.3,3.3,2.9,2.4,1.4,0.61976,0.244
2,d,Fish Meat Eggs,727,10,4,1,0.7,0,20,1.778,0.7
0,c,Beverages,151,0.1,0.01,8,8,0.2,0.6,0.0254,0.01
1,a,Fruits and vegetables,74,0.2,0,2,0,2,1,1.1684,0.46
0,d,Cereals and potatoes,2026,22,13,64,24,2.7,7.2,0.100076,0.0394
0,d,Cereals and potatoes,1991,23,13.7,56.5,22.1,8.4,6.6,0.254,0.1
4,d,sugary-snacks,1434,11.9,7.5,49.9,11.2,2,7.6,1.1938,0.47
6,b,Milk and dairy products,307,1.3,0.8,12.5,12,0,2.7,0.13,0.051181102
1,c,unknown,1852,18.8,3.6,48.8,5.8,13.6,12.8,1.2,0.472440945
0,c,Beverages,207,0.1,0,11.6,11.6,0.1,0.3,0.0254,0.01
1,e,Sugary snacks,2188,29,10,58,57,3.4,6,0.130048,0.0512
0,c,unknown,1462,0,0,86,0,0,0,0.04064,0.016
5,b,Composite foods,930,8.2,4,25,4.5,3.1,11,1.30048,0.512
0,a,Cereals and potatoes,1505,1.9,0.3,70,7,3,13,0.0254,0.01
,b,Cereals and potatoes,1742,9,1,71,7.5,4,10,1.143,0.45
1,b,Cereals and potatoes,1727,10,0.9,66,5,6.3,10,1,0.393700787
1,a,Cereals and potatoes,1612,2.5,0.5,76,6,5,11,0.03,0.011811024
2,b,Fruits and vegetables,137,0.7,0.1,4.9,2.3,1.4,1,0.65,0.255905512
4,d,Cereals and potatoes,1836,13.5,3.3,69,36,5.5,7,0.508,0.2
3,d,Cereals and potatoes,1836,13.2,6.5,69,33,2.9,9.1,0.8382,0.33
5,d,Cereals and potatoes,1901,16.2,3.1,67.2,26.3,4.2,7.4,1.016,0.4
1,c,Fish Meat Eggs,998,21.2,3.9,0.9,0.5,0.5,11.5,1.27,0.5
0,c,unknown,339,2,0.3,12,4.5,1.5,2.9,1.27,0.5
5,c,Fish Meat Eggs,463,3.5,1.3,0.6,0,,19,1.5,0.590551181
0,d,Salty snacks,2564,50,7.1,11,5.1,7.9,27,1,0.393700787
2,c,Fish Meat Eggs,599,11,3.5,0,0,0.5,11,1.016,0.4
1,b,Fish Meat Eggs,839,16,3.4,1.7,1.6,1.8,12,1.0922,0.43
4,b,Fish Meat Eggs,889,14.3,3.6,6,2.2,1.2,14.6,0.8382,0.33
2,c,Fish Meat Eggs,809,13.8,3.6,5.5,1.5,0.8,11.7,1.016,0.4
4,b,Fish Meat Eggs,980,19,3.5,1.5,0.3,0.8,14.4,0.7874,0.31
,c,Fish Meat Eggs,471,3,1.1,0.8,0.8,,20,1.9,0.748031496
2,b,Composite foods,186,1.8,1,5,0.5,0.9,1.6,0.64008,0.252
0,c,unknown,488,0.5,0.1,19,18.3,,5.5,1,0.393700787
2,c,Milk and dairy products,490,2.5,1.7,20,16,0,3.7,0.12,0.047244094
0,a,Cereals and potatoes,1519,2.4,0.7,71,2.4,3.5,11.5,0,0
0,a,Cereals and potatoes,1519,2.4,0.7,71,2.4,3.5,11.5,0,0
2,c,unknown,568,2.6,0.2,22.6,1.9,0,3.1,1.99898,0.787
2,c,unknown,646,8.7,2.4,12,2.2,,5.8,0.8,0.31496063
9,d,Sugary snacks,1818,24,3.8,48,30,2.4,5.4,1.2,0.472440945
6,e,Sugary snacks,2094,25,13,62,36,3.1,5.3,1,0.393700787
2,d,Sugary snacks,2093,24,9,60,22,4,9,0.5842,0.23
5,e,Sugary snacks,2277,33,18,51,41,2.7,10,0.35,0.137795276
2,d,Sugary snacks,2099,23,4,65,32,3,7,0.381,0.15
1,e,Sugary snacks,2298,31.8,18.5,59.3,32.5,3.4,5,0.36,0.141732283
0,c,unknown,1695,7.9,0,70.9,14.9,4.5,10.3,0.9,0.354330709
,c,Sugary snacks,1701,13.2,1.1,62.8,40,5,7,0.0254,0.01
3,e,Sugary snacks,1788,18,11,54,53,3.4,2.4,0,0
3,e,Sugary snacks,1776,23,12,48,31,1.9,7.5,0.25,0.098425197
0,a,Composite foods,476,3.3,1.5,12,1.6,4.1,6.9,0.63,0.248031496
2,d,Cereals and potatoes,1867,13,3.1,73,29,7.1,6.3,0.6,0.236220472
0,a,Cereals and potatoes,1538,1.5,0.3,74,3,2.5,12,0.013,0.00511811
4,c,unknown,91.37,0.54,0.07,3.03,2.72,,1.21,1.1303,0.445
3,c,Fish Meat Eggs,462,1.8,0.6,0.5,0.5,0,22.8,1.778,0.7
0,a,Fruits and vegetables,260,0,0,13,0.6,1.7,1.2,0.5,0.196850394
0,a,Fruits and vegetables,108,0.2,0,3,0.8,2.8,1.6,0.76,0.299212598
0,a,Fruits and vegetables,108,0.2,0,3,0.8,2.8,1.6,0.76,0.299212598
1,d,Milk and dairy products,1427,28,17,0,0,,23,1.7,0.669291339
4,d,Milk and dairy products,1362,26,18,0,0,,23,1.9,0.748031496
2,d,Cereals and potatoes,1702,7.6,3.2,73,29,6.5,7.5,0.55,0.216535433
0,c,Cereals and potatoes,1569,1.4,0.2,81,17,6.7,6.2,1.016,0.4
1,a,Fruits and vegetables,51,0.6,0.2,11,9,1.4,0,0,0
4,d,Composite foods,1076,14.4,6.8,21.8,10.4,3.1,8.7,1.016,0.4
0,a,Cereals and potatoes,1612,1.3,0.5,77.7,2.6,2.9,13,0.01,0.003937008
0,a,Cereals and potatoes,1612,1.3,0.5,77.7,2.6,2.9,13,0.01,0.003937008
1,b,Composite foods,721,9.1,4,16,2.1,1.5,6.2,0.66,0.25984252
5,a,Milk and dairy products,187,0,0,3.2,2.9,0,7.6,0.1016,0.04
2,d,Salty snacks,1645,8.5,1,70,14,3.7,6.5,3.048,1.2
1,b,Composite foods,544,6.6,3.7,11,3,1.6,6.4,0.9,0.354330709
4,d,Sugary snacks,1860,15,7.6,69.7,36.7,2.5,5.9,0.1016,0.04
5,e,Sugary snacks,2123,22,14,69,40,2.6,6.8,0.762,0.3
5,e,Sugary snacks,2142,23,14,67,36,4.3,6.9,0.762,0.3
3,e,Sugary snacks,2197,29.2,17.1,59.4,45.3,3.3,4.7,2.4892,0.98
8,d,Sugary snacks,1610,10,6,69,52,2,3,0.127,0.05
1,a,Fruits and vegetables,297,0.2,0.04,16,15,1.6,0.3,0.04,0.015748031
0,d,Salty snacks,1655,10.3,3.5,53.4,2.2,12.4,15.7,2.286,0.9
1,c,unknown,189,0.2,0.1,7.9,6.9,,1.8,2,0.787401575
1,c,unknown,347,0.2,0,17.3,14.4,,1,1.2,0.472440945
,e,Sugary snacks,2019,19.8,10.7,67.4,28.9,2,7.3,1.0414,0.41
9,d,Sugary snacks,1608,10,6.5,68,38,2,3.9,0.28,0.11023622
5,e,Sugary snacks,2004,20.3,10.1,66.9,41.3,3,5.4,0.6096,0.24
5,e,Sugary snacks,2146,26.4,16.1,60,27,4,6.9,0.762,0.3
0,a,fruits-and-vegetables,231,0.4,0.03,8.4,2.2,3.6,2.6,0.0762,0.03
0,a,fruits-and-vegetables,202,0.5,0,7.2,1.2,4.6,2.1,0.127,0.05
,c,unknown,1373,28.3,3.6,10.7,0.6,3.5,6.8,0.97,0.381889764
0,a,Fruits and vegetables,2574,53,4,3.7,3.4,13,25,0.02,0.007874016
0,c,Salty snacks,2521,53,4.1,6,4.2,9,24,0.02,0.007874016
0,a,Cereals and potatoes,1138,3.5,0.5,51,2.6,3,7.3,0.81,0.318897638
5,e,Beverages,318,2,1.8,14,12,,0,0.08,0.031496063
0,c,unknown,909,14,2.6,0,0,0,23,1,0.393700787
1,a,Fruits and vegetables,453,0.6,0.01,24.1,16.7,1.6,0.5,0.1016,0.04
1,e,Sugary snacks,2353,40,25,40,37,9,7.1,0,0
3,e,Fish Meat Eggs,1168,25,10,2,0.9,,12,1.8,0.708661417
9,b,Composite foods,920,7.3,2.2,30,5.6,2.2,7,0.83,0.326771654
9,b,Composite foods,853,6.1,1.4,24,2.7,2.1,12,1.3,0.511811024
3,d,Composite foods,1034,12,6.2,21,2.2,1.5,12,1.6,0.62992126
11,a,Composite foods,825,4.5,0.4,28,4.8,2.2,10,0.9,0.354330709
1,e,Sugary snacks,2372,41,17,39,34,9.1,8.1,0,0
1,b,Fruits and vegetables,185,2.1,0.3,5.3,2,0.9,0.6,0.64008,0.252
2,b,Fruits and vegetables,146,0.52,0.32,6.4,3.2,0.92,0.72,0.64,0.252
0,a,Cereals and potatoes,1536,1.4,1,73.6,2,2.6,12.5,0,0
5,d,Beverages,88,0,0,5.2,5,0,0,0.03,0.011811024
4,c,Milk and dairy products,518,3.3,2.1,21,20,0,2.5,0.1,0.039370079
0,a,Milk and dairy products,312,3.2,2.1,3.3,3.3,0,7.5,0.1,0.039370079
1,b,Milk and dairy products,585,10,6.9,3.5,3.5,,8.3,0.1,0.039370079
1,d,Salty snacks,2398,44,5.5,14,6.8,8.8,27,1.4,0.551181102
2,b,Cereals and potatoes,289,1,0.1,6.2,0.5,3,7.2,6.4,2.519685039
13,a,Composite foods,804,6.5,0.6,23.4,2.2,2.7,8.5,1.016,0.4
2,d,Cereals and potatoes,1854,12,5.3,73,27,4.2,8.6,0.6,0.236220472
3,c,Beverages,216,0.2,0,11.5,10.4,0.3,0.6,0.0254,0.01
1,d,Fish Meat Eggs,650,8,3.5,0.8,0.8,0,20,2.032,0.8
1,d,Fish Meat Eggs,650,8,3.5,0.8,0.8,0,20,2.032,0.8
1,d,Fish Meat Eggs,650,8,3.5,0.8,0.8,0,20,2.032,0.8
2,c,Fish Meat Eggs,489,3.3,1.4,0.6,0.6,,21,1.9,0.748031496
1,c,Fish Meat Eggs,502,4,1.3,0.8,0.8,0,20,1.905,0.75
1,d,Fish Meat Eggs,476,3.4,1.3,0.6,0.6,,20,2.1,0.826771654
2,c,Fish Meat Eggs,489,3.3,1.4,0.6,0.6,,21,1.9,0.748031496
1,d,Fish Meat Eggs,650,8,3.5,0.8,0.8,,20,2,0.787401575
3,c,unknown,713,11.3,1.1,15.6,1.3,0.5,1.4,0.508,0.2
1,e,Beverages,203,0,0,11,11,,0,0.03,0.011811024
8,c,unknown,969,10,3.9,24,15,,9.2,0.67056,0.264
7,c,unknown,1021,11,4.1,26,2.9,,10,0.85,0.334645669
0,b,Fruits and vegetables,147,1.1,0.8,4.6,1.5,1.2,1.1,0.64,0.251968504
1,b,Fruits and vegetables,116,0.6,0.38,4.3,1.8,0.9,0.8,0.5842,0.23
1,b,Fruits and vegetables,155,1,0.4,5.2,1.8,1.4,1.1,0.6096,0.24
3,e,Beverages,122,0.25,0.1,7,6.94,,0,0.03,0.0118
3,e,Beverages,128,0,0,7,7,,0,0.05,0.019685039
4,e,Beverages,154,0.5,0.5,9,9,0.5,0.5,0,0
1,c,unknown,2168,30.8,2.5,52.6,1,4.2,5.9,1.651,0.65
5,d,sugary-snacks,1584,16.4,8.6,47.3,14.4,2.5,9,0.8636,0.34
1,e,Beverages,172,0.5,0,9.5,9.5,0,0.5,0.0254,0.01
0,b,Milk and dairy products,532,2.8,1.8,21.8,13.4,,3.4,0.18,0.070866142
0,a,Cereals and potatoes,1683,7,0.8,71,16,8.6,8.5,0.1,0.039370079
0,b,Composite foods,586,4.9,1.3,17,2.9,2.4,5.7,1.2,0.472440945
0,e,Beverages,279,0.3,0,15.1,15.1,0.1,0.6,0.0254,0.01
0,c,Beverages,175,0.5,0,10,9.7,,0.5,0.01,0.003937008
4,d,sugary-snacks,1546,14,5.6,63,15,2.1,7,0.94,0.37007874
1,c,unknown,612,10.6,3.7,11.2,9,0.7,1.4,0.83,0.326771654
6,d,Milk and dairy products,1002,19.5,14,7,7,1,9,1.80086,0.709
3,c,Cereals and potatoes,1757,11,3.4,68,30,5.8,8.7,0.43,0.169291339
0,c,Cereals and potatoes,1628,3.2,1.7,76,34,7,9.5,0.2286,0.09
0,c,Cereals and potatoes,1590,1.8,0.7,80,30.1,5.3,7.1,0.508,0.2
1,c,Cereals and potatoes,1666,2.5,1.4,82,30,6.5,7.5,0.37,0.145669291
0,c,Cereals and potatoes,1648,0.8,0.4,88,30,2.6,6.2,0.75,0.295275591
0,b,Cereals and potatoes,1652,3,0.2,78,28,6.2,10,0.01,0.003937008
0,b,Fish Meat Eggs,580,4.2,1.2,0,0,0,25,1.02,0.401574803
,c,unknown,264,0,0,14,14,,0,0.04,0.015748031
2,b,Composite foods,607,3.9,0.9,20.3,5.7,0.9,6.5,1.1176,0.44
1,d,Milk and dairy products,1070,19,13,1.6,1.6,,20,0.89916,0.354
0,c,unknown,424,0.5,0.1,23.8,19.5,1.1,0.5,0.02,0.007874016
0,b,Fish Meat Eggs,516,2,0.5,0,0,,26,1.2,0.472440945
1,d,Cereals and potatoes,1845,14.9,7.2,65,28.3,5.9,8.3,0.79,0.311023622
7,e,Sugary snacks,2006,29,20,48,28,1.1,5.8,1.3,0.511811024
5,c,Composite foods,396,7.5,3.3,2.3,0.3,1.6,3.9,1.3,0.511811024
2,a,Fruits and vegetables,302,0.5,0.4,15.5,14,1.6,0.5,0,0
0,b,Milk and dairy products,322,1.3,0.9,12.3,11.9,0,2.8,0.1,0.039370079
9,d,Fat and sauces,2749,73,5.7,2.3,1.4,,1.4,1.19888,0.472
0,b,Fish Meat Eggs,516,2,0.5,0,0,0,26,1.2192,0.48
4,d,Fish Meat Eggs,475,2.9,1.1,2.4,2.2,0,19.2,2.2606,0.89
4,d,Fish Meat Eggs,658,8.5,3.1,2.3,2.1,0,17.9,2.1336,0.84
0,a,Fat and sauces,127,0.1,0,5.8,3.2,0.8,1.1,0.4064,0.16
3,b,Fish Meat Eggs,1066,12,1.9,23,1.4,2.6,13,1.4,0.551181102
1,d,Fish Meat Eggs,1157,21.9,3,2.2,2.2,0.6,17.9,2.99974,1.181
4,c,unknown,1276,7.6,2.9,52.7,36.1,4.1,3.9,0.199898,0.0787
2,c,Milk and dairy products,575,12,7.5,4.25,3.75,,3.25,0.125,0.0492
3,b,Cereals and potatoes,1227,5.5,1,49.5,6,2.6,9.5,1.1938,0.47
2,a,Composite foods,569,6.2,0.7,16,3.9,2.1,3.3,0.65,0.255905512
3,e,Beverages,157,0,0,9,9,,0,0,0
0,c,Milk and dairy products,330,3,2.1,10,10,,2.9,0.08,0.031496063
0,c,Milk and dairy products,330,3,2.1,10,10,,2.9,0.08001,0.0315
7,d,Milk and dairy products,993,13,8.2,25,20,2.5,2.8,0.14,0.05511811
0,b,Cereals and potatoes,1076,0.7,0.2,50,3.4,3.1,7.4,1.2,0.472440945
3,b,Cereals and potatoes,1199,5.6,0.9,49,7.6,3,7.7,0.96,0.377952756
3,a,Cereals and potatoes,1110,3.9,1.3,46,3.7,3.2,9.3,0.86,0.338582677
,d,Cereals and potatoes,1686,8.9,3.9,60,2.9,3.8,18,2.1,0.826771654
1,e,Fish Meat Eggs,1179,19,8,1,1,,27,5.5,2.165354331
1,d,Composite foods,1026,22,8.1,3.5,1.8,,9.2,1.5,0.590551181
1,d,Composite foods,1080,24,8.9,3.4,1.6,,8.1,1.5,0.590551181
0,b,Composite foods,584,4.7,0.7,19,3.4,1.3,4.9,0.78,0.307086614
2,a,Fruits and vegetables,148,0,0,5.1,0.5,1.9,1.6,0.79,0.311023622
0,a,Fruits and vegetables,90,0,0,1.8,1,2.4,1.7,0.72898,0.287
1,c,unknown,1267,5.4,2.4,59.6,43.1,3.2,1.7,0.199898,0.0787
,c,unknown,976,13.6,3.8,16,0.8,1.3,11.2,1.00076,0.394
2,c,unknown,584,9.1,2.9,3.1,0.1,0.1,11.4,1.651,0.65
2,c,unknown,1321,6.2,3.9,59.6,37.9,4.3,2.6,0.254,0.1
6,c,unknown,1281,8,3.9,53,40.3,3.1,3.5,0.199898,0.0787
0,c,unknown,434,6,4.3,2.2,2.1,,10.3,0.8,0.31496063
1,c,unknown,408,5.7,2.2,10.5,7.2,,1.1,0.762,0.3
5,d,Cereals and potatoes,1875,15,3.9,70,22,3.2,7.2,0.7,0.275590551
,c,unknown,251,2.7,1,5.8,4.9,0.4,0.8,0.7,0.275590551
0,b,Beverages,141,0,0,7.5,7.3,0.6,0.5,0.1,0.039370079
6,d,Milk and dairy products,1225,15,12,36,26,1,3.8,0.16,0.062992126
3,c,Milk and dairy products,670,5.3,2.5,25,23,,2.6,0.08001,0.0315
5,d,Sugary snacks,1431,0.5,0.1,77,64,,5.4,0.029972,0.0118
3,c,Milk and dairy products,686,5.3,2.5,26,23,0.6,2.7,0.070104,0.0276
0,a,Composite foods,1457,2.3,0.5,61,0.9,9.5,15,0.02,0.007874016
5,d,Sugary snacks,1417,0.5,0.1,78,60,,4.6,0.03,0.011811024
3,d,Cereals and potatoes,1929,17,7.7,66,20,5.6,8.7,0.51,0.200787402
3,d,Cereals and potatoes,1929,17,7.7,66,20,5.6,8.7,0.52832,0.208
,d,Cereals and potatoes,1918,18,11,64,22,5.7,7.6,0.46,0.181102362
3,d,Beverages,109,0,0,6.3,6.1,0,0,0.050038,0.0197
2,e,Beverages,153,0,0,8.9,8,,0.5,0.03,0.011811024
0,b,Cereals and potatoes,1523,0,0,81,0,,7.4,0.02,0.007874016
1,e,Salty snacks,2162,29,19,53,1.3,1.4,11,3.1,1.220472441
0,a,Cereals and potatoes,1525,2,0.4,70,3,6,13,0.01,0.003937008
,d,Salty snacks,1979,20,9,64,1.5,4,6.6,0.9,0.354330709
,c,Beverages,196,0,0,11,11,,0.5,0.03,0.011811024
0,d,Beverages,749,0,0,10,9,,0.5,0.03,0.011811024
1,c,Cereals and potatoes,1565,4.4,0.4,62,5.8,10,15,1.6002,0.63
,c,unknown,545,5,3.1,16.3,15.8,,4.7,0.23,0.090551181
